,numero_hab,rue,code_postal,insee,commune,geometry,type
37287,3,allée Hector Berlioz,95130,95252,FRANCONVILLE,POINT (2.2299023975914 48.985608176777),defibrillateurs
37312,55,Avenue des Champs Pierreux,92000,92050,Nanterre,POINT (2.2137768394722 48.887168085732),defibrillateurs
37314,6,rue Montmorin,77640,77238,Jouarre,POINT (3.131439 48.926948),defibrillateurs
37326,78,rue d'Arbouville,78120,78517,Rambouillet,POINT (1.8230240357131 48.634896964947),defibrillateurs
37327,4 ,rue du Clos Bâtant,78120,78517,RAMBOUILLET,POINT (1.8589134147415 48.653457656637),defibrillateurs
37328,26 ,Avenue Georges Pompidou,78120,78517,Rambouillet,POINT (1.8312536197559 48.636659789454),defibrillateurs
37335,4,rue de la Vallée Yart,78640,78550,SAINT-GERMAIN-DE-LA-GRANGE,POINT (1.9019093670473 48.837550787668),defibrillateurs
37359,12,rue Lincoln,75008,75108,PARIS,POINT (2.303022 48.870377),defibrillateurs
37387,18,rue des Hautiers,95640,95370,MARINES,POINT (1.9853369156747 49.148643420982),defibrillateurs
37396,126,Rue Saint-Jacques,91150,,,POINT (2.1537045555135 48.432670728328),defibrillateurs
37397,,Place du Port,91150,,,POINT (2.166284580528 48.436876603133),defibrillateurs
37398,,Rue Jean Etienne Guettard,91150,,,POINT (2.1653806810802 48.443062341845),defibrillateurs
37399,,Rue de la République,91150,,,POINT (2.164477305666 48.435084516369),defibrillateurs
37400,,Rue de la République,91150,,,POINT (2.1607796824971 48.436206480447),defibrillateurs
37401,,Rue du Vicariat,91150,,,POINT (2.1537011467136 48.432087580463),defibrillateurs
37402,46,rue Saint-Martin,91150,,,POINT (2.1389097396147 48.426504106768),defibrillateurs
37403,,Rue de la croix Vernailles,91150,,,POINT (2.1694560721974 48.451241855973),defibrillateurs
37404,119 bis,Boulevard Saint-Michel,91150,,,POINT (2.1714486111165 48.449625658441),defibrillateurs
37405,,Allée du Docteur-Bourgeois,91150,,,POINT (2.1465849704263 48.433991145295),defibrillateurs
37406,1,avenue des Noyers-Patins,91150,,,POINT (2.1448049540933 48.438424588198),defibrillateurs
37407,5,avenue de l'Atlantique,91150,,,POINT (2.1429299237582 48.433609172988),defibrillateurs
37408,6,rue de la Porte Brûlée,91150,,,POINT (2.1426265323651 48.42774794595),defibrillateurs
37409,,Rue du Sergent Chef Pierre Bizet,91150,,,POINT (2.1482478938889 48.439361054578),defibrillateurs
37410,19,mail Antoine de Saint-Exupéry,91150,,,POINT (2.1400634927246 48.435905505228),defibrillateurs
37411,22,rue Saint-Antoine,91150,,,POINT (2.1596458817949 48.432960561525),defibrillateurs
37412,19,Rue reverseleux,91150,,,POINT (2.1430095643113 48.42374473613),defibrillateurs
37413,,carrefour des religieuses,91150,,,POINT (2.1519540613809 48.430888070612),defibrillateurs
37414,91,boulevard Saint-Michel,91150,,,POINT (2.170415924938 48.447559705765),defibrillateurs
37415,54,boulevard Berchère,91150,,,POINT (2.1591229884749 48.431732740986),defibrillateurs
37416,18,Rue de Valory,91150,,,POINT (2.1736343829286 48.431409510802),defibrillateurs
37417,,Rue du Point Saint-Jean,91150,,,POINT (2.1533616540933 48.436885937282),defibrillateurs
37418,15,promenade des Prés,91150,,,POINT (2.1650124255336 48.43288368894),defibrillateurs
37419,58,boulevard Berchère,91150,,,POINT (2.158277 48.4313099),defibrillateurs
37420,,avenue des meuniers,91150,,,POINT (2.1505283 48.4391432),defibrillateurs
37421,,Place de l'ouche,91150,,,POINT (2.138621 48.427291),defibrillateurs
37422,2,Rue Dom Fleureau,91150,,,POINT (2.1575177 48.4437713),defibrillateurs
37423,,boulevard montfaucon,91150,,,POINT (2.1672067 48.4419827),defibrillateurs
37424,15-17,Rue de la Butte Cordière,91150,,,POINT (2.147334 48.450836),defibrillateurs
37425,17,Prom. des Prés,91150,,,POINT (2.164631 48.4325434),defibrillateurs
37427,20,Rue Saint-Martin,91150,,,POINT (2.145342 48.428854),defibrillateurs
37428,12,rue Magné,91150,,,POINT (2.160643 48.432377),defibrillateurs
37429,19,promenade des Prés,91150,,,POINT (2.164509 48.431949),defibrillateurs
37439,5,/7 rue Salomon de Rothschild,92150,92073,Suresnes,POINT (2.232760233853 48.874217220366),defibrillateurs
37463,42,avenue de Bobigny,93130,93053,NOISY-LE-SEC,POINT (2.4472708545017 48.894757668124),defibrillateurs
37464,42,avenue de Bobigny,93130,93053,Noisy-le-Sec,POINT (2.4472708545017 48.894757668124),defibrillateurs
37467,2bis,Avenue Galilée,92140,92023,Clamart,POINT (2.248137 48.7823),defibrillateurs
37486,7,Avenue de Sceaux,78000,78646,Versailles,POINT (2.127457 48.800499),defibrillateurs
37487,2,Rue André Citröen,94510,94060,La Queue-en-Brie,POINT (2.568713 48.782184),defibrillateurs
37501,30,bis avenue Emile Zola,78300,78498,POISSY,POINT (2.0318128355362 48.92954739751),defibrillateurs
37502,11,Avenue Gabriel Péri,78360,78418,Montesson,POINT (2.115576 48.905842),defibrillateurs
37504,76,Rue Edith Cavell,94400,94081,Vitry-sur-Seine,POINT (2.410435 48.801267),defibrillateurs
37505,32,place Ronde,92800,92050,Puteaux,POINT (2.2313628354276 48.892937494992),defibrillateurs
37507,1540,Route de 40 sous,78630,78466,Orgeval,POINT (1.965222 48.93348),defibrillateurs
37517,17bis,Boulevard des Artisans,77700,77018,Bailly-Romainvilliers,POINT (2.82857 48.846172),defibrillateurs
37528,,,,,,POINT (2.49291 48.85232),defibrillateurs
37549,41,Rue Delizy,93500,93055,Pantin,POINT (2.4078087987241 48.897307968987),defibrillateurs
37581,205,rue Carnot,94120,94033,FONTENAY-SOUS-BOIS,POINT (2.4913766788022 48.854439507832),defibrillateurs
37582,205,rue Carnot,94120,94033,FONTENAY-SOUS-BOIS,POINT (2.4913766788022 48.854439507832),defibrillateurs
37599,313,Terrasse de l'Arche,92000,92050,Nanterre,POINT (2.2235038270954 48.896942248483),defibrillateurs
37659,12,avenue Bosquet,75007,75107,Paris,POINT (2.3025 48.8605),defibrillateurs
37673,15,Le Parvis,92800,92062,Puteaux,POINT (2.2364 48.89066),defibrillateurs
37684,4,Rue Claude Chappe,78120,78517,Rambouillet,POINT (1.840163 48.652076),defibrillateurs
37698,36,Route de Massy,91380,91161,Chilly-Mazarin,POINT (2.297559 48.715728),defibrillateurs
37699,14,Rue Levassor,78130,78440,Les Mureaux,POINT (1.889929 48.980649),defibrillateurs
37701,22,Avenue Joffre,93800,93031,Épinay-sur-Seine,POINT (2.303412 48.957388),defibrillateurs
37703,19,Route de Domont,95460,95229,Ézanville,POINT (2.355055 49.033006),defibrillateurs
37738,9,Avenue de la Foulée,77100,77330,Nanteuil-lès-Meaux,POINT (2.87997 48.940217),defibrillateurs
37739,9,Rue des Ebisoires,78370,78490,Plaisir,POINT (1.946512 48.830944),defibrillateurs
37746,34,Route des Tribunes,75016,75116,Paris,POINT (2.230252473106 48.859569819248),defibrillateurs
37759,7,rue Marcel Paul,95870,95063,Bezons,POINT (2.2103725325016 48.918902110658),defibrillateurs
37761,6,place de la Pyramide,92800,92062,PUTEAUX,POINT (2.2432042873654 48.889127694412),defibrillateurs
37762,6,place de la Pyramide,92800,92062,Puteaux,POINT (2.2432042873654 48.889127694412),defibrillateurs
37763,6,place de la Pyramide,92800,92062,PUTEAUX,POINT (2.2432042873654 48.889127694412),defibrillateurs
37764,6,place de la Pyramide,92800,92062,PUTEAUX,POINT (2.2432042873654 48.889127694412),defibrillateurs
37765,6,place de la Pyramide,92800,92062,PUTEAUX,POINT (2.2432042873654 48.889127694412),defibrillateurs
37766,6,place de la Pyramide,92800,92062,PUTEAUX,POINT (2.2432042873654 48.889127694412),defibrillateurs
37767,6,place de la Pyramide,92800,92062,PUTEAUX,POINT (2.2432042873654 48.889127694412),defibrillateurs
37775,34,Rue du Bois de Trou,77700,77018,Bailly-Romainvilliers,POINT (2.823257 48.849998),defibrillateurs
37777,31,Rue du Maréchal de Luxembourg,77100,77284,Meaux,POINT (2.875991 48.954051),defibrillateurs
37784,53,-57 rue Casimir Périer,95870,95063,BEZONS,POINT (2.2098710179488 48.919595226301),defibrillateurs
37793,4,Rue Diderot,93400,93070,Saint-Ouen-sur-Seine,POINT (2.334364 48.911001),defibrillateurs
37810,3,Rue de la Résistance,94320,94073,Thiais,POINT (2.3856772275263 48.757518086612),defibrillateurs
37881,113,bis avenue Charles de Gaulle,92200,92051,Neuilly-sur-Seine,POINT (2.2694386 48.8815631),defibrillateurs
37895,,,,,,POINT (2.03808 48.70754),defibrillateurs
37896,,,,,,POINT (2.05632 48.70604),defibrillateurs
37897,,,,,,POINT (2.04383 48.70374),defibrillateurs
37898,,,,,,POINT (2.03791 48.7052),defibrillateurs
37905,,,,,,POINT (2.12556 48.82627),defibrillateurs
37906,,,,,,POINT (2.12176 48.82056),defibrillateurs
37907,,,,,,POINT (2.12552 48.82538),defibrillateurs
37908,,,,,,POINT (2.11915 48.82088),defibrillateurs
37909,,,,,,POINT (2.12036 48.82241),defibrillateurs
37910,,,,,,POINT (2.12708 48.82004),defibrillateurs
37911,,,,,,POINT (2.12759 48.81964),defibrillateurs
37912,,,,,,POINT (2.12239 48.83149),defibrillateurs
37913,,,,,,POINT (2.11399 48.8326),defibrillateurs
37914,,,,,,POINT (2.13291 48.82414),defibrillateurs
37915,,,,,,POINT (2.13281 48.8239),defibrillateurs
37916,,,,,,POINT (2.12197 48.83039),defibrillateurs
37917,,,,,,POINT (2.12169 48.81942),defibrillateurs
37918,,,,,,POINT (2.12677 48.81715),defibrillateurs
37919,,,,,,POINT (2.1183 48.83572),defibrillateurs
37920,,,,,,POINT (2.10712 48.83795),defibrillateurs
37921,,,,,,POINT (2.11838 48.83594),defibrillateurs
37934,,,,,,POINT (2.29382 48.7066),defibrillateurs
37943,,,,,,POINT (2.35846 48.7565),defibrillateurs
37944,,,,,,POINT (2.35814 48.75673),defibrillateurs
37945,,,,,,POINT (2.3605 48.75738),defibrillateurs
37946,,,,,,POINT (2.35644 48.75153),defibrillateurs
38114,,,,,,POINT (2.06312 48.89053),defibrillateurs
38360,,,,,,POINT (2.73844 48.85633),defibrillateurs
38361,,,,,,POINT (2.73453 48.85633),defibrillateurs
38362,,,,,,POINT (2.74016 48.85565),defibrillateurs
38363,,,,,,POINT (2.06334 48.88693),defibrillateurs
38364,,,,,,POINT (2.0595 48.89559),defibrillateurs
38365,,,,,,POINT (2.06398 48.88598),defibrillateurs
38366,,,,,,POINT (2.46269 48.64186),defibrillateurs
38367,,,,,,POINT (2.46835 48.63529),defibrillateurs
38368,,,,,,POINT (2.47206 48.63653),defibrillateurs
38387,6,Rue de la Redoute,78280,78297,Guyancourt,POINT (2.0575264835606 48.783159399386),defibrillateurs
38389,6,Rue de la Redoute,78280,78297,Guyancourt,POINT (2.057526 48.78315),defibrillateurs
38391,6,Rue de la Redoute,78280,78297,Guyancourt,POINT (2.057526 48.78315),defibrillateurs
38412,55,rue Gabriel Péri,95240,95176,CORMEILLES-EN-PARISIS,POINT (2.2006796462924 48.974836215485),defibrillateurs
38414,1,-13 rue Michel de l'Hospital,93005,93008,BOBIGNY CEDEX,POINT (2.454675346533 48.906613773283),defibrillateurs
38443,1,Passage des 2 pichets ,93200,93066,Saint-Denis,POINT (2.3592148846803 48.936320744059),defibrillateurs
38468,11,Rue Auguste Perret,94000,94028,Créteil,POINT (2.471893 48.764193),defibrillateurs
38469,5,Rue Fénélon,94490,94055,Ormesson-sur-Marne,POINT (2.541265 48.787744),defibrillateurs
38479,66,Route de Sartrouville,78230,78481,Le Pecq,POINT (2.116704492669 48.903407183778),defibrillateurs
38489,54,Quai de la Rapée,75012,75112,Paris,POINT (2.371678 48.842851),defibrillateurs
38493,54,Quai de la Rapée,75012,75112,Paris,POINT (2.371678 48.842851),defibrillateurs
38494,54,Quai de la Rapée,75012,75112,Paris,POINT (2.371678 48.842851),defibrillateurs
38495,54,Quai de la Rapée,75012,75112,Paris,POINT (2.371678 48.842851),defibrillateurs
38532,23,allée des Vendanges,77183,77146,CROISSY-BEAUBOURG,POINT (2.6400413204298 48.813469739779),defibrillateurs
38534,21-23,Boulevard Bourdon,75004,75104,Paris,POINT (2.366489 48.849595),defibrillateurs
38537,10,Rue Victor Considérant,75014,75114,Paris,POINT (2.330797 48.835431),defibrillateurs
38540,80-84,Rue des Meuniers,92220,92007,Bagneux,POINT (2.318995 48.797951),defibrillateurs
38542,141,Rue Michel-Ange,75016,75116,Paris,POINT (2.257549 48.838524),defibrillateurs
38550,23,Rue Belliard,75018,75118,Paris,POINT (2.349545 48.897861),defibrillateurs
38552,32,Rue Championnet,75018,75118,Paris,POINT (2.34983 48.89548),defibrillateurs
38559,157-159,Boulevard de la Villette,75010,75110,Paris,POINT (2.366015 48.884083),defibrillateurs
38569,81,rue Mstislav Rostropovitch,75017,75117,PARIS,POINT (2.309896006495 48.891862650929),defibrillateurs
38570,13,Chemin Vert,94370,94071,Sucy-en-Brie,POINT (2.502660965318 48.765128166925),defibrillateurs
38573,5,Rue Charles Christofle,93200,93066,Saint-Denis,POINT (2.3484822202854 48.928697542421),defibrillateurs
38574,1bis,Rue des Sablons,94470,94004,Boissy-Saint-Léger,POINT (2.5031591216558 48.760418444169),defibrillateurs
38584,1,Rue des Sablons,94470,94004,Boissy-Saint-Léger,POINT (2.505415 48.757557),defibrillateurs
38593,50bis,Rue Roger Salengro,94120,94033,Fontenay-sous-Bois,POINT (2.4875725382734 48.851131462189),defibrillateurs
38594,12,Avenue du Val de Fontenay,94120,94033,Fontenay-sous-Bois,POINT (2.488208 48.853546),defibrillateurs
38596,11,Rue Roger Salengro,94120,94033,Fontenay-sous-Bois,POINT (2.486956 48.85167),defibrillateurs
38599,11,Rue Roger Salengro,94120,94033,Fontenay-sous-Bois,POINT (2.486956 48.85167),defibrillateurs
38604,51,Rue du Cardinal Lemoine,75005,75105,Paris,POINT (2.352128 48.846805),defibrillateurs
38606,2,Rue Claude Bernard,78310,78383,Maurepas,POINT (1.931388 48.759934),defibrillateurs
38607,38,Avenue Roger Hennequin,78190,78621,Trappes,POINT (1.987624 48.765093),defibrillateurs
38608,38,Avenue Roger Hennequin,78190,78621,Trappes,POINT (1.987624 48.765093),defibrillateurs
38618,28,Avenue du Gâtinais,77620,77050,Bransles,POINT (2.83282762212 48.149809303033),defibrillateurs
38619,1,Place du Général de Gaulle,77620,77050,Bransles,POINT (2.8349653639908 48.152179761736),defibrillateurs
38620,6,Rue de la Harpe,75005,75105,Paris,POINT (2.344687 48.852964),defibrillateurs
38633,32,Rue de Monceau,75008,75108,Paris,POINT (2.309451 48.877059),defibrillateurs
38645,86,rue Auguste Meunier,77500,77108,Chelles,POINT (2.5876933942674 48.86800361132),defibrillateurs
38650,22,-24 rue Guynemer,94160,94067,SAINT-MANDÉ,POINT (2.4168612739633 48.838618622531),defibrillateurs
38651,32,Rue de Monceau,75008,75108,Paris,POINT (2.309451 48.877059),defibrillateurs
38652,32,Rue de Monceau,75008,75108,Paris,POINT (2.309451 48.877059),defibrillateurs
38675,25,Avenue de la Foulée,77100,77330,Nanteuil-lès-Meaux,POINT (2.8815417781317 48.933956156531),defibrillateurs
38676,22,Route des 40 sous,78410,78029,Aubergenville,POINT (1.858771138257 48.963540304655),defibrillateurs
38693,5 ,rue André Malraux,95380,95351,Louvres,POINT (2.5091931731799 49.050516150042),defibrillateurs
38735,5,rue Blomet,75015,75115,Paris,POINT (2.308903 48.843971),defibrillateurs
38758,5,Avenue Bernard de Jussieu,77700,77449,Serris,POINT (2.782429 48.836039),defibrillateurs
38761,13,Sentier d’Echarcon,91100,91659,Villabé,POINT (2.4375193024725 48.586524916873),defibrillateurs
38767,4,rue Claude Chappe,78120,78517,Rambouillet,POINT (1.8405220741891 48.652208453944),defibrillateurs
38784,,Place du 19 Mars 1962,78114,78356,Magny-les-Hameaux,POINT (2.1025769254754 48.718378210541),defibrillateurs
38785,,RUE DES ECOLES JEAN BAUDIN,78114,78356,magny les hameaux,POINT (2.0831 48.72739),defibrillateurs
38786,6,Rue André Hodebourg,78114,78356,Magny-les-Hameaux,POINT (2.0907743896731 48.721983947766),defibrillateurs
38803,,,,,,POINT (2.210104769003 48.88687943817),defibrillateurs
38811,,PLACE DU 19 MARS 1962,78114,,MAGNY LES HAMEAUX,POINT (2.10212 48.71838),defibrillateurs
38832,74,rue Ledru-Rollin,94100,94068,SAINT-MAUR-DES-FOSSÉS,POINT (2.4867634184823 48.792196745168),defibrillateurs
38909,15,-17 avenue Mahieu,94100,94068,SAINT-MAUR-DES-FOSSÉS,POINT (2.4761604567507 48.810940827075),defibrillateurs
38922,,Boulevard Robert Ballanger,93600,,AULNAY SOUS BOIS,POINT (2.488802 48.958344),defibrillateurs
38939,59,Rue des Champs Guillaume,95240,95176,Cormeilles-en-Parisis,POINT (2.195287 48.963019),defibrillateurs
38940,,,,,,POINT (2.093972 48.835582),defibrillateurs
38941,,,,,,POINT (1.969688 48.866938),defibrillateurs
38942,,,,,,POINT (2.012186 48.854475),defibrillateurs
38943,,,,,,POINT (2.080843 48.817583),defibrillateurs
38944,,,,,,POINT (2.419553 48.858033),defibrillateurs
38945,,,,,,POINT (2.662056 48.951781),defibrillateurs
38947,,,,,,POINT (2.227873 48.899751),defibrillateurs
38948,10,Rue du Courson,94320,94073,Thiais,POINT (2.37589 48.751255),defibrillateurs
38952,,Prairie de savigny,91600,91589,Savigny-sur-Orge,POINT (2.345576 48.679702),defibrillateurs
38974,,,,,,POINT (2.093972 48.835582),defibrillateurs
38975,,,,,,POINT (1.969688 48.866938),defibrillateurs
38976,,,,,,POINT (2.012186 48.854475),defibrillateurs
38977,,,,,,POINT (2.080843 48.817583),defibrillateurs
38978,,,,,,POINT (2.419553 48.858033),defibrillateurs
38979,,,,,,POINT (2.662056 48.951781),defibrillateurs
38981,,,,,,POINT (2.227873 48.899751),defibrillateurs
39059,,Chemin Grand du Marais,77650,77404,SAINTE-COLOMBE,POINT (3.2526651380887 48.529593937184),defibrillateurs
39074,2,rue du Gros Murger,95310,95572,SAINT-OUEN-L'AUMÔNE,POINT (2.115146 49.030348),defibrillateurs
39075,2,rue du Gros Murger,95310,95572,SAINT-OUEN-L'AUMÔNE,POINT (2.116218 49.031017),defibrillateurs
39084,2103, rue Denis Papin,77550,77384,Réau,POINT (2.6006756 48.6154282),defibrillateurs
39085,2103, rue Denis Papin,77550,77384,Réau,POINT (2.6001793986944 48.61428619989),defibrillateurs
39086,19,cours de la Republique,93140,93010,Bondy,POINT (2.48021 48.90189),defibrillateurs
39089,,Rue du stade,77650,77404,Sainte-Colombe,POINT (3.2547127463555 48.531991814712),defibrillateurs
39090,2103, rue Denis Papin,77550,77384,Réau,POINT (2.600358720064 48.614502960641),defibrillateurs
39092,1,SQUARE STALINGRAD,93300,93001,Aubervilliers,POINT (2.3836370950931 48.910936858028),defibrillateurs
39099,77,rue de Paris,77220,77215,Gretz-Armainvilliers,POINT (2.7349952286811 48.741283730862),defibrillateurs
39100,39,avenue Georges Travers,77220,77215,GRETZ-ARMAINVILLIERS,POINT (2.7199762340934 48.734682165282),defibrillateurs
39101,,Avenue Georges Travers,77220,77215,GRETZ-ARMAINVILLIERS,POINT (2.7166884551957 48.735341427804),defibrillateurs
39102,2,rue de Paris,77220,77215,GRETZ-ARMAINVILLIERS,POINT (2.7424236970213 48.74069440826),defibrillateurs
39103,69,rue de paris,77220,77215,GRETZ-ARMAINVILLIERS,POINT (2.7359419734427 48.740569486713),defibrillateurs
39104,,Boulevard Romain Rolland,77220,77215,GRETZ-ARMAINVILLIERS,POINT (2.7235721417608 48.740698362652),defibrillateurs
39105,,Allée Camille Flammarion,77220,77215,GRETZ-ARMAINVILLIERS,POINT (2.7422439129249 48.742858480587),defibrillateurs
39115,,,,,,POINT (2.3014715648245 48.71931803666),defibrillateurs
39116,,,,,,POINT (2.1408886839548 49.063208540843),defibrillateurs
39117,,,,,,POINT (2.2130200809015 48.95440397306),defibrillateurs
39118,,,,,,POINT (2.4554042397743 48.979496195774),defibrillateurs
39119,,,,,,POINT (2.6348543974454 48.985757880244),defibrillateurs
39120,,,,,,POINT (2.2996075728709 48.717268385506),defibrillateurs
39121,,,,,,POINT (2.2948736397729 48.945660400909),defibrillateurs
39122,,,,,,POINT (2.4542240678842 48.979791944063),defibrillateurs
39134,3,Avenue de Friedland,75008,75108,Paris,POINT (2.304422 48.874577),defibrillateurs
39146,19,Rue Pierre Josse,91070,91086,Bondoufle,POINT (2.362993 48.607964),defibrillateurs
39148,12,Route de Brie,94510,94060,La Queue-en-Brie,POINT (2.577725 48.777992),defibrillateurs
39149,16,Rue du 8 Mai 1945,94510,94060,La Queue-en-Brie,POINT (2.5765686099133 48.787414609503),defibrillateurs
39157,2,Rue Georges Bizet,94510,94060,La Queue-en-Brie,POINT (2.5732234785597 48.78776357105),defibrillateurs
39160,1,Centre Commercial du Morbras,94510,94060,La Queue-en-Brie,POINT (2.5745498930377 48.790619246963),defibrillateurs
