,Nom,police-FR,osm_original_geom,geometry,numero_hab,rue,code_postal,ville,Adresse_full,type
1859,Gendarmerie - Brigade de Gif-Chevry,gendarmerie,"SRID=3857;POLYGON((235362.109203375 6221928.53855031,235364.947850391 6221925.14924601,235364.580496071 6221912.7386707,235389.182103536 6221935.50264745,235390.495673528 6221935.55323413,235392.432632667 6221936.17713658,235394.191480622 6221936.80103907,235396.061648067 6221937.91394634,235397.698044582 6221939.56644528,235399.211989657 6221941.16835782,235400.336316514 6221943.10751551,235401.115552949 6221944.86118893,235401.382719727 6221946.44624022,235414.418232099 6221958.06433796,235401.404983625 6221958.94117617,235395.972592475 6221965.12963303,235390.773972255 6221960.40819414,235389.649645398 6221959.34587075,235365.548975641 6221937.40807938,235368.198379522 6221934.40660273,235366.450663516 6221932.70351813,235362.109203375 6221928.53855031))",POINT (2.114499156168733 48.68714292476727),2,Rocade de Baudreville,91190,Gif-sur-Yvette,,police
1861,,police_municipale,"SRID=3857;POLYGON((299899.40587959 6186483.17984224,299904.793742945 6186481.13120778,299910.059154859 6186488.6036883,299904.448652523 6186491.7606034,299899.40587959 6186483.17984224))",POINT (2.694089658251936 48.47643764261807),,,,,,police
1868,Commissariat de police de Nemours,police,"SRID=3857;POLYGON((300975.097251075 6151489.28087705,300984.782046774 6151465.19926733,300987.231075571 6151470.5507303,300989.680104369 6151469.54733073,300987.231075571 6151464.02863526,301028.975884619 6151445.29854384,301034.875817631 6151459.34610855,301030.311718508 6151461.3529054,301034.653178649 6151462.85800334,301032.538108324 6151469.71456398,301025.524980404 6151467.37329876,301026.749494803 6151463.02523646,301005.26483308 6151472.55752977,301006.378027988 6151475.73496323,300975.208570566 6151489.94981162,300975.097251075 6151489.28087705))",POINT (2.703983265551266 48.26745727317518),1,Avenue du Général de Gaulle,77140,Nemours,,police
1874,,police_municipale,,POINT (2.546588300000016 48.92942249970984),40,Vieux Chemin de Meaux,,,,police
1884,Brigade de gendarmerie de Gouaix,gendarmerie,,POINT (3.294189299999997 48.47928249982128),27,Avenue de la Gare,77114,Gouaix,,police
1887,Commissariat de police de Montgeron,police,"SRID=3857;POLYGON((274250.337665658 6224427.95391258,274269.406694431 6224411.57589824,274276.141523624 6224405.79046921,274285.659340086 6224416.88905082,274288.375535662 6224420.04320964,274288.509119051 6224420.1950141,274283.67785315 6224424.3949387,274274.382675669 6224432.49118476,274287.095361518 6224446.7271028,274296.156768068 6224438.73204636,274307.778522907 6224452.25955132,274297.871088226 6224460.74377054,274292.338509534 6224465.50033453,274289.60005006 6224467.84488301,274287.050833721 6224467.97982107,274285.080478734 6224467.82801575,274283.644457303 6224466.19189193,274283.499741965 6224465.24732574,274283.377290525 6224462.90277798,274282.330887312 6224461.46906204,274280.672226899 6224462.76784,274250.337665658 6224427.95391258))",POINT (2.463881960493958 48.70194635253839),142,Avenue de la République,91230,Montgeron,,police
1897,Commissariat de police de Mantes-La-Jolie,police,,POINT (1.701062200000039 48.99096799969455),44,Rue Pierre Semard,78200,Mantes-la-Jolie,,police
1899,,police_municipale,"SRID=3857;POLYGON((286875.83808906 6260471.08363956,286895.085229018 6260470.77873652,286895.207680458 6260481.6028014,286878.120138622 6260481.95852207,286875.83808906 6260471.08363956))",POINT (2.577141130815117 48.91514929451476),,,,,,police
1903,,police_municipale,"SRID=3857;POLYGON((277794.561009381 6264856.67511851,277813.040044853 6264856.302266,277819.084693203 6264856.16668328,277818.160741429 6264832.57532234,277856.710681091 6264831.84656727,277850.532449352 6264901.95987199,277796.175141998 6264902.46830997,277794.928363701 6264871.5892321,277794.716856668 6264863.69152776,277794.561009381 6264856.67511851))",POINT (2.495764858623191 48.94108159079927),,,,,,police
1933,,police_municipale,,POINT (2.403029799999981 48.88272449972139),86,Rue André Joineau,93310,Le Pré-Saint-Gervais,,police
1937,,police_municipale,,POINT (2.344308000000022 48.89228169971907),,,,,,police
1941,Commissariat de police d'Ermont,police,"SRID=3857;POLYGON((250281.948859824 6273037.20139562,250287.570494109 6273033.72372593,250291.778370861 6273031.12819778,250295.151351432 6273029.04159729,250320.68804262 6273013.28184278,250292.746850431 6272951.19310663,250287.292195382 6272938.97898271,250308.776857105 6272929.47912075,250346.057754571 6273013.48541316,250353.415972913 6273030.07641535,250336.684653447 6273040.4754957,250335.805229469 6273041.0183518,250311.281545648 6273056.2522652,250307.708189993 6273058.47458671,250304.435396964 6273060.51030158,250298.535463952 6273064.17458959,250286.802389622 6273045.03888084,250281.948859824 6273037.20139562))",POINT (2.248631247725086 48.98905065467867),,,,,,police
1944,Commissariat de police de Châtenay-Malabry,police,,POINT (2.277222300000024 48.76719269975003),28,Rue du Docteur Le Savoureux,92290,Châtenay-Malabry,,police
1946,,police_municipale,"SRID=3857;POLYGON((248457.0773153 6214449.76439124,248480.955346076 6214444.89550146,248483.237395637 6214456.1327011,248459.348232913 6214460.98474992,248457.0773153 6214449.76439124))",POINT (2.232045404745812 48.6427109725889),,,,,,police
1947,Commissariat subdivisionnaire de police de Cergy Saint-Christophe,police,,POINT (2.034058700000018 49.04835459968036),,,,,,police
1949,Brigade de gendarmerie de Milly-la-Forêt,gendarmerie,"SRID=3857;POLYGON((275825.875814702 6173997.13686463,275838.009639199 6173994.6217387,275839.902070542 6174002.83781947,275834.892693456 6174004.01154595,275836.228527346 6174011.72460964,275828.881440954 6174013.23368813,275828.43616299 6174010.71855745,275826.321092665 6173999.48431616,275825.875814702 6173997.13686463))",POINT (2.477845284484692 48.40204360734855),30,Avenue du Général Leclerc,91490,Milly-la-Forêt,,police
1969,,police,"SRID=3857;POLYGON((266087.424121125 6234668.57690813,266101.561696456 6234608.96407983,266111.580450627 6234611.32832,266109.24274132 6234621.29191081,266112.137048081 6234621.96740892,266108.797463357 6234635.81513194,266109.799338774 6234636.15288156,266108.018226922 6234644.93437652,266104.344683726 6234644.09000161,266098.556070204 6234672.29216909,266087.424121125 6234668.57690813))",POINT (2.390420754935208 48.76239326288792),,,,,,police
1985,,police_municipale,,POINT (2.76286029999999 48.73923199975701),,,,,,police
2003,,police_municipale,"SRID=3857;POLYGON((304575.804104427 6137360.2030287,304580.501786938 6137349.90175192,304585.934178089 6137337.99769872,304589.830360267 6137339.83422759,304593.392583972 6137342.0046713,304594.839737353 6137342.83945749,304597.28876615 6137344.17511556,304596.398210224 6137346.01164576,304596.843488187 6137346.67947502,304597.066127168 6137347.51426166,304597.066127168 6137348.34904839,304596.732168696 6137349.01687783,304596.286890733 6137349.8516647,304595.618973788 6137350.18557948,304594.728417862 6137350.51949426,304594.394459389 6137350.51949426,304587.047372997 6137367.38220787,304583.930427255 6137365.3787154,304575.804104427 6137360.2030287))",POINT (2.736148700601535 48.18299219430492),,,,,,police
2007,,police_municipale,,POINT (2.036768600000011 48.76793149974988),,,,,,police
2010,Brigade de gendarmerie de Jouy-le-Châtel,gendarmerie,"SRID=3857;POLYGON((348735.789692206 6218178.28295433,348752.1870532 6218177.13683008,348752.209317098 6218178.73803312,348757.50812486 6218178.41779249,348757.485860962 6218174.97942014,348757.107374693 6218171.49048491,348766.313496582 6218170.88371371,348767.627066573 6218190.92404091,348758.10925011 6218191.49710395,348758.10925011 6218193.85677569,348736.691380082 6218195.5085463,348735.789692206 6218178.28295433))",POINT (3.132893394452925 48.66485579413536),,,,,,police
2012,Brigade de gendarmerie de Bray-sur-Seine,gendarmerie,,POINT (3.234092500000044 48.41043019983821),,,,,,police
2016,,police_municipale,,POINT (2.485340900000033 48.56547479980001),,,,,,police
2037,Commissariat de police de Villiers-le-Bel,police,"SRID=3857;POLYGON((267841.129115184 6275181.68625032,267884.799751422 6275168.72228742,267878.988874003 6275147.545595,267897.245270493 6275140.35096157,267900.028257763 6275146.25599044,267900.284292592 6275146.5444546,267902.154460037 6275151.21078797,267904.302926209 6275158.06606056,267894.662658307 6275160.89980111,267903.93557189 6275192.00313552,267907.865149915 6275190.79836703,267907.887413813 6275193.0721556,267907.375344155 6275198.28150933,267906.518184076 6275203.60964644,267905.794607386 6275207.08820909,267903.490293926 6275215.18223605,267901.775973768 6275219.30561125,267897.089423206 6275203.03271423,267885.612383705 6275206.44340225,267884.543716593 6275202.26912755,267881.115076277 6275203.52480346,267879.801506286 6275198.62088102,267873.356107769 6275200.36864544,267874.714205556 6275205.40831768,267862.903207583 6275208.90384969,267865.018277908 6275216.1155101,267852.4280435 6275219.83163869,267841.129115184 6275181.68625032))",POINT (2.406386658889266 49.00190757360394),,,,,,police
2043,,police_municipale,,POINT (2.572782000000001 48.80849679973986),,,,,,police
2054,,,,POINT (2.165980700000016 48.99207959969432),,,,,,police
2055,,,"SRID=3857;POLYGON((270567.454764202 6258948.72106987,270699.702319265 6258908.92153642,270702.474174585 6258918.89680617,270705.123578466 6258918.18549622,270711.00124758 6258933.68190502,270672.996773423 6258944.33464403,270674.866940869 6258951.05823978,270680.065561089 6258950.38079916,270680.555366848 6258950.41467119,270686.488695707 6258951.56632028,270689.416398315 6258952.95507381,270690.68544051 6258953.78493882,270692.099198043 6258954.86884428,270693.557483373 6258956.15598219,270694.392379554 6258957.20601589,270696.229151152 6258959.91578088,270698.444409019 6258966.06356342,270698.522332662 6258967.26602278,270698.667048 6258969.33222097,270698.399881222 6258972.58394372,270697.542721143 6258975.73405133,270696.095567763 6258978.71479939,270695.104824295 6258980.32372634,270692.967490072 6258982.88107401,270689.171495436 6258985.55697505,270688.481314593 6258985.96344111,270685.97662605 6258986.96267024,270683.07118734 6258987.74173032,270682.091575821 6258987.84334686,270679.787262362 6258987.99577168,270678.362372879 6258987.80947469,270676.748240263 6258987.82641078,270675.568253661 6258987.40300854,270673.364127743 6258986.81024545,270670.436425135 6258985.42148637,270669.946619375 6258984.94727601,270667.753625407 6258983.50770899,270666.239680332 6258982.05120614,270664.736867206 6258980.39147064,270663.278581877 6258977.78331551,270661.7869007 6258973.95576463,270661.319358839 6258971.29680331,270661.18577545 6258969.04430808,270661.341622737 6258968.31605786,270661.508601973 6258965.79258668,270662.365762052 6258962.60861069,270663.36763747 6258960.45773398,270664.603283817 6258958.18830559,270665.649687031 6258956.98584752,270666.974388971 6258955.90194179,270667.965132439 6258954.68254802,270665.671950929 6258946.3669646,270596.798581975 6258967.24908673,270598.379318745 6258972.49926342,270605.359050817 6258970.3822563,270617.515139212 6259011.1474385,270610.290504259 6259013.28139196,270610.04560138 6259012.40071269,270607.685628175 6259013.16283898,270607.975058851 6259014.00964604,270588.750182791 6259019.8187448,270567.454764202 6258948.72106987))",POINT (2.431169704093572 48.90618461837915),93,Rue de la République,93000,Bobigny,,police
2056,Commissariat de police de Bezons,police,,POINT (2.214497600000032 48.92884939970993),,,,,,police
2061,,police_municipale,,POINT (2.27053739999997 48.72998399975931),,,,,,police
2076,,police_municipale,"SRID=3857;POLYGON((310955.390538401 6256533.82101353,310974.927109035 6256523.3406195,310980.392896033 6256533.49932112,310960.945380991 6256544.08131493,310958.218053467 6256539.0866122,310955.390538401 6256533.82101353))",POINT (2.793472088289862 48.89186896627339),,,,,,police
2100,Commissariat de police de Jouy-le-Moutier,police,,POINT (2.020902300000041 49.02095239968719),,,,,,police
2102,Commissariat de police de Bobigny,police,,POINT (2.450366899999979 48.91034229971455),,Rue de Carency,93000,Bobigny,,police
2118,,police_municipale,,POINT (2.813460199999985 48.86470589972587),,,,,,police
2141,,police_municipale,,POINT (2.188891799999982 48.69697309976749),,,,,,police
2143,,police_municipale,,POINT (2.418368100000031 48.89440749971851),197-201,Avenue Jean Lolive,93500,Pantin,,police
2147,,police_municipale,"SRID=3857;POLYGON((282105.408290351 6227932.61430215,282110.751625909 6227921.30863325,282113.645932669 6227922.82730432,282116.651558921 6227915.74017501,282131.568370687 6227915.90891611,282131.345731706 6227932.78304358,282105.408290351 6227932.61430215))",POINT (2.534333456474066 48.72261349233624),,,,,,police
2153,Gendarmerie - Peloton motorisé de Montereau-Fault-Yonne,gendarmerie,,POINT (3.01867869999999 48.37951009984581),,,,,,police
2167,Brigade de gendarmerie de Soisy-sur-Seine,gendarmerie,"SRID=3857;POLYGON((272356.269925657 6215604.88203727,272361.056663762 6215597.80518101,272361.724580706 6215598.31067055,272363.505692559 6215595.78322316,272361.279302743 6215594.43525153,272364.173609504 6215590.0543452,272366.288679829 6215591.40231614,272368.069791681 6215589.04336714,272367.290555246 6215588.53787815,272372.07729335 6215581.12404315,272386.214868681 6215590.55983428,272387.55070257 6215588.70637448,272393.450635582 6215592.58179088,272392.114801693 6215594.60374797,272386.771466135 6215603.19707096,272381.094172104 6215599.49014625,272378.645143307 6215603.19707096,272377.531948399 6215602.35458793,272369.850903534 6215613.98086112,272356.269925657 6215604.88203727))",POINT (2.446774694228461 48.64950279325737),58,Boulevard de la République,91450,Soisy-sur-Seine,,police
2183,,gendarmerie,"SRID=3857;POLYGON((366775.480529576 6238086.98421954,366817.570429045 6238072.28614364,366830.962163787 6238110.61945478,366817.770804128 6238115.23162773,366810.323530194 6238093.91090782,366781.424990384 6238104.01374623,366775.480529576 6238086.98421954))",POINT (3.295069478923758 48.78282954240345),,Avenue de la Maison Blanche,,,,police
2187,,gendarmerie,"SRID=3857;POLYGON((273706.853647707 6238768.02300972,273716.527311457 6238649.55110633,273732.078644321 6238638.97454513,273875.068530245 6238633.85522392,273890.1189254 6238705.8301227,273906.037612583 6238781.91129618,273868.389360797 6238778.46456604,273867.253901991 6238780.33999256,273782.283734668 6238774.03788525,273706.853647707 6238768.02300972))",POINT (2.459620837785349 48.78648020672572),,,,,,police
2188,Commissariat de police de Morêt-sur-Loing,police,"SRID=3857;POLYGON((312937.868217989 6169413.94703204,312960.321359282 6169405.63481877,312964.918854252 6169418.13665873,312942.910990922 6169426.71702062,312940.473094073 6169419.79575147,312937.868217989 6169413.94703204))",POINT (2.811291232341227 48.37467970010668),5,Avenue Jean Jaurès,77250,Moret-Loing-et-Orvanne,,police
